u1,u2,label
41,33335,1.0
42,4320,1.0
42,5340,1.0
42,5454,1.0
42,27260,1.0
42,35753,1.0
43,11768,1.0
43,29850,1.0
43,27936,1.0
43,374,1.0
43,5323,1.0
44,2607,1.0
44,28954,1.0
44,22976,1.0
44,28530,1.0
44,26438,1.0
45,16797,1.0
45,6501,1.0
45,32366,1.0
45,1754,1.0
45,5905,1.0
46,30182,1.0
46,859,1.0
46,6060,1.0
46,34306,1.0
46,4552,1.0
47,14609,1.0
47,38005,1.0
47,2382,1.0
47,2021,1.0
47,14702,1.0
48,26629,1.0
48,34499,1.0
48,34059,1.0
48,20345,1.0
48,27114,1.0
49,27233,1.0
49,36068,1.0
49,30921,1.0
49,14467,1.0
49,10784,1.0
50,8287,1.0
50,13184,1.0
50,16914,1.0
50,31248,1.0
50,26180,1.0
51,25952,1.0
51,8229,1.0
51,24195,1.0
51,39040,1.0
51,30641,1.0
52,22968,1.0
52,2080,1.0
52,32444,1.0
52,19537,1.0
52,36286,1.0
53,18665,1.0
53,24790,1.0
53,28635,1.0
53,35754,1.0
53,23493,1.0
54,29480,1.0
54,38327,1.0
54,12384,1.0
54,17497,1.0
54,856,1.0
55,31952,1.0
55,7855,1.0
55,35676,1.0
55,31131,1.0
55,37245,1.0
56,38378,1.0
56,9817,1.0
56,34184,1.0
56,4460,1.0
56,39296,1.0
57,18721,1.0
57,1972,1.0
57,13835,1.0
57,32693,1.0
57,37379,1.0
58,3027,1.0
58,685,1.0
58,25464,1.0
58,35386,1.0
58,20125,1.0
59,15082,1.0
59,7618,1.0
59,12668,1.0
59,33219,1.0
59,29314,1.0
60,28762,1.0
60,34569,1.0
60,29402,1.0
60,27205,1.0
60,32993,1.0
61,29834,1.0
61,33349,1.0
61,22381,1.0
61,34736,1.0
61,28483,1.0
62,125,1.0
62,14487,1.0
62,29928,1.0
62,8674,1.0
62,22653,1.0
63,29822,1.0
63,39139,1.0
63,1727,1.0
63,9545,1.0
63,29276,1.0
64,7483,1.0
64,27279,1.0
64,29865,1.0
64,32073,1.0
64,24043,1.0
65,39248,1.0
65,10681,1.0
65,26812,1.0
65,37522,1.0
65,16484,1.0
66,3648,1.0
66,35804,1.0
66,30907,1.0
66,22189,1.0
66,2080,1.0
67,16810,1.0
67,20341,1.0
67,7998,1.0
67,35963,1.0
67,19300,1.0
68,32278,1.0
68,18890,1.0
68,37718,1.0
68,8874,1.0
68,20904,1.0
69,10802,1.0
69,8065,1.0
69,12640,1.0
69,37906,1.0
69,8812,1.0
70,26768,1.0
70,974,1.0
70,9940,1.0
70,31273,1.0
70,21037,1.0
71,2528,1.0
71,19669,1.0
71,39292,1.0
71,9854,1.0
71,38176,1.0
72,319,1.0
72,17827,1.0
72,32379,1.0
72,5884,1.0
72,27453,1.0
73,33900,1.0
73,15924,1.0
73,9530,1.0
73,3924,1.0
73,30165,1.0
74,8352,1.0
74,37681,1.0
74,9436,1.0
74,27453,1.0
74,15890,1.0
75,32904,1.0
75,33159,1.0
75,37513,1.0
75,6722,1.0
75,36381,1.0
76,5161,1.0
76,23573,1.0
76,14455,1.0
76,24159,1.0
76,36119,1.0
77,32726,1.0
77,4490,1.0
77,25192,1.0
77,10829,1.0
77,28463,1.0
78,17139,1.0
78,28334,1.0
78,37683,1.0
78,36518,1.0
78,24329,1.0
79,10154,1.0
79,5068,1.0
79,15800,1.0
79,39359,1.0
79,38182,1.0
80,39287,1.0
80,13043,1.0
80,25480,1.0
80,22911,1.0
80,1385,1.0
81,16129,1.0
81,21770,1.0
81,30847,1.0
81,8908,1.0
81,25184,1.0
82,24707,1.0
82,23859,1.0
82,14067,1.0
82,19223,1.0
82,6836,1.0
83,29540,1.0
83,17892,1.0
83,13164,1.0
83,8115,1.0
83,34629,1.0
84,14969,1.0
84,26882,1.0
84,6220,1.0
84,9085,1.0
84,10677,1.0
85,11532,1.0
85,36523,1.0
85,2092,1.0
85,27067,1.0
85,10427,1.0
86,1081,1.0
86,13456,1.0
86,30903,1.0
86,32849,1.0
86,5397,1.0
87,25576,1.0
87,17929,1.0
87,3602,1.0
87,18355,1.0
87,16598,1.0
88,38302,1.0
88,20207,1.0
88,24127,1.0
88,14949,1.0
88,15554,1.0
89,8570,1.0
89,475,1.0
89,29656,1.0
89,16728,1.0
89,34297,1.0
90,7692,1.0
90,4286,1.0
90,2384,1.0
90,37036,1.0
90,25229,1.0
91,3792,1.0
91,34398,1.0
91,1386,1.0
91,39371,1.0
91,26961,1.0
92,20748,1.0
92,10337,1.0
92,29646,1.0
92,34134,1.0
92,23119,1.0
93,20087,1.0
93,2324,1.0
93,32587,1.0
93,1000,1.0
93,7474,1.0
94,29945,1.0
94,37579,1.0
94,37541,1.0
94,27854,1.0
94,5626,1.0
95,450,1.0
95,33521,1.0
95,26346,1.0
95,31321,1.0
95,37144,1.0
96,22110,1.0
96,2946,1.0
96,28072,1.0
96,33917,1.0
96,31227,1.0
97,28458,1.0
97,30410,1.0
97,29724,1.0
97,32007,1.0
97,11188,1.0
98,1928,1.0
98,37152,1.0
98,12028,1.0
98,22866,1.0
98,3008,1.0
99,27502,1.0
99,35483,1.0
99,25982,1.0
99,26953,1.0
99,32578,1.0
100,17686,1.0
100,16384,1.0
100,35998,1.0
100,13,1.0
100,24702,1.0
101,22472,1.0
101,25072,1.0
101,36798,1.0
101,14350,1.0
101,17001,1.0
102,32864,1.0
102,26088,1.0
102,4234,1.0
102,18873,1.0
102,5346,1.0
103,15600,1.0
103,273,1.0
103,5823,1.0
103,32932,1.0
103,14782,1.0
106,29798,1.0
106,26992,1.0
106,39359,1.0
106,35291,1.0
106,5068,1.0
107,9779,1.0
107,29668,1.0
107,23945,1.0
107,15745,1.0
107,37816,1.0
108,39067,1.0
108,7927,1.0
108,36421,1.0
108,12377,1.0
108,23571,1.0
109,35339,1.0
109,19463,1.0
109,27934,1.0
109,29937,1.0
109,4715,1.0
110,35688,1.0
110,24304,1.0
110,37431,1.0
110,20650,1.0
110,28781,1.0
111,8435,1.0
111,38294,1.0
111,21581,1.0
111,36040,1.0
111,35708,1.0
112,22576,1.0
112,38014,1.0
112,794,1.0
112,8660,1.0
112,20586,1.0
113,30819,1.0
113,8431,1.0
113,30171,1.0
113,4956,1.0
113,2662,1.0
114,10721,1.0
114,23975,1.0
114,10673,1.0
114,9942,1.0
114,22336,1.0
115,27727,1.0
115,18831,1.0
115,8585,1.0
115,22627,1.0
115,25635,1.0
116,9158,1.0
116,1517,1.0
116,19884,1.0
116,21185,1.0
116,4120,1.0
117,36726,1.0
117,29822,1.0
117,2087,1.0
117,17548,1.0
117,7548,1.0
118,35019,1.0
118,14829,1.0
118,5310,1.0
118,2285,1.0
118,23131,1.0
119,4757,1.0
119,29204,1.0
119,34869,1.0
119,19009,1.0
119,36047,1.0
120,24961,1.0
120,1920,1.0
120,21300,1.0
120,6789,1.0
120,23649,1.0
121,9223,1.0
121,36165,1.0
121,285,1.0
121,18118,1.0
121,29920,1.0
122,31628,1.0
122,22344,1.0
122,37393,1.0
122,19509,1.0
122,10429,1.0
123,27715,1.0
123,24540,1.0
123,1572,1.0
123,12942,1.0
123,35001,1.0
124,16517,1.0
124,33885,1.0
124,33897,1.0
124,24927,1.0
124,1457,1.0
125,9997,1.0
125,1230,1.0
125,16576,1.0
125,16127,1.0
125,6144,1.0
126,2838,1.0
126,33692,1.0
126,15837,1.0
126,24190,1.0
126,31586,1.0
127,3556,1.0
127,31434,1.0
127,23527,1.0
127,20161,1.0
127,36477,1.0
128,27042,1.0
128,25633,1.0
128,2462,1.0
128,24967,1.0
128,270,1.0
129,11689,1.0
129,6674,1.0
129,9277,1.0
129,36458,1.0
129,8478,1.0
130,23437,1.0
130,28306,1.0
130,5794,1.0
130,14000,1.0
130,27209,1.0
131,35547,1.0
131,33734,1.0
131,28174,1.0
131,7273,1.0
131,19837,1.0
132,7504,1.0
132,16576,1.0
132,9118,1.0
132,2567,1.0
132,10449,1.0
133,37288,1.0
133,11837,1.0
133,33154,1.0
133,33877,1.0
133,13551,1.0
134,5416,1.0
134,2586,1.0
134,9017,1.0
134,9776,1.0
134,21512,1.0
135,34125,1.0
135,21422,1.0
135,16338,1.0
135,34121,1.0
135,21299,1.0
136,959,1.0
136,10096,1.0
136,34239,1.0
136,160,1.0
136,9406,1.0
137,24170,1.0
137,12175,1.0
137,24637,1.0
137,17069,1.0
137,36096,1.0
138,36911,1.0
138,16714,1.0
138,37420,1.0
138,17986,1.0
138,38687,1.0
139,3502,1.0
139,12129,1.0
139,13226,1.0
139,36786,1.0
139,26035,1.0
140,19657,1.0
140,16780,1.0
140,4552,1.0
140,11551,1.0
140,33554,1.0
141,14952,1.0
141,33706,1.0
141,9789,1.0
141,12801,1.0
141,29,1.0
142,7578,1.0
142,13132,1.0
142,28326,1.0
142,26987,1.0
142,12407,1.0
143,18451,1.0
143,8545,1.0
143,12145,1.0
143,14320,1.0
143,363,1.0
144,9672,1.0
144,24541,1.0
144,37235,1.0
144,25542,1.0
144,19051,1.0
145,18001,1.0
145,25381,1.0
145,13864,1.0
145,18188,1.0
145,10183,1.0
146,14769,1.0
146,34273,1.0
146,9171,1.0
146,6610,1.0
146,8904,1.0
147,22565,1.0
147,21670,1.0
147,23140,1.0
147,17775,1.0
147,22612,1.0
148,27427,1.0
148,9908,1.0
148,32223,1.0
148,31653,1.0
148,29424,1.0
152,23468,1.0
152,21397,1.0
152,14602,1.0
152,13966,1.0
152,36747,1.0
153,23579,1.0
153,12022,1.0
153,30429,1.0
153,38540,1.0
153,31598,1.0
154,4860,1.0
154,19939,1.0
154,9411,1.0
154,34014,1.0
154,13073,1.0
155,12350,1.0
155,3770,1.0
155,25368,1.0
155,37720,1.0
155,28892,1.0
156,14983,1.0
156,7492,1.0
156,4812,1.0
156,14523,1.0
156,19111,1.0
157,17659,1.0
157,14526,1.0
157,35323,1.0
157,23981,1.0
157,6391,1.0
158,25135,1.0
158,19946,1.0
158,3279,1.0
158,23696,1.0
158,35009,1.0
159,18483,1.0
159,28906,1.0
159,36913,1.0
159,32243,1.0
159,7007,1.0
160,959,1.0
160,9406,1.0
160,7194,1.0
160,34239,1.0
160,19186,1.0
161,3144,1.0
161,18145,1.0
161,6152,1.0
161,12727,1.0
161,10739,1.0
162,39399,1.0
162,11568,1.0
162,18965,1.0
162,15157,1.0
162,11862,1.0
163,26186,1.0
163,24332,1.0
163,7710,1.0
163,15690,1.0
163,13898,1.0
164,1831,1.0
164,28178,1.0
164,11746,1.0
164,21129,1.0
164,36487,1.0
165,11564,1.0
165,25213,1.0
165,1112,1.0
165,22357,1.0
165,12833,1.0
166,26289,1.0
166,4197,1.0
166,19926,1.0
166,28052,1.0
166,25929,1.0
167,4280,1.0
167,28967,1.0
167,1772,1.0
167,35798,1.0
167,31485,1.0
168,19674,1.0
168,6228,1.0
168,21632,1.0
168,6859,1.0
168,28035,1.0
169,9480,1.0
169,17248,1.0
169,7263,1.0
169,21984,1.0
169,4156,1.0
170,19582,1.0
170,13570,1.0
170,24853,1.0
170,7452,1.0
170,24755,1.0
171,4915,1.0
171,23642,1.0
171,36351,1.0
171,28036,1.0
171,31365,1.0
172,17634,1.0
172,35722,1.0
172,29069,1.0
172,13958,1.0
172,35587,1.0
173,37615,1.0
173,15694,1.0
173,19808,1.0
173,16098,1.0
173,27412,1.0
174,5559,1.0
174,15506,1.0
174,9574,1.0
174,34359,1.0
174,21788,1.0
175,11580,1.0
175,26962,1.0
175,32548,1.0
175,26627,1.0
175,21494,1.0
176,4544,1.0
176,4596,1.0
176,16915,1.0
176,4536,1.0
176,26117,1.0
186,14123,1.0
186,8807,1.0
186,11313,1.0
186,11954,1.0
186,28075,1.0
187,20828,1.0
187,19903,1.0
187,35914,1.0
187,19255,1.0
187,36116,1.0
188,23355,1.0
188,20269,1.0
188,267,1.0
188,29822,1.0
188,6261,1.0
189,19253,1.0
189,11246,1.0
189,34315,1.0
189,29267,1.0
189,14451,1.0
190,28551,1.0
190,24693,1.0
190,35102,1.0
190,11227,1.0
190,26631,1.0
191,24031,1.0
191,24120,1.0
191,8513,1.0
191,31752,1.0
191,3272,1.0
192,36660,1.0
192,2307,1.0
192,28144,1.0
192,24397,1.0
192,31298,1.0
193,17680,1.0
193,32207,1.0
193,35573,1.0
193,6301,1.0
193,13267,1.0
194,27800,1.0
194,21176,1.0
194,28622,1.0
194,249,1.0
194,32890,1.0
195,10082,1.0
195,34759,1.0
195,38706,1.0
195,6960,1.0
195,25923,1.0
196,15,1.0
196,15972,1.0
196,33632,1.0
196,6433,1.0
196,4168,1.0
197,14211,1.0
197,8693,1.0
197,11847,1.0
197,27499,1.0
197,38069,1.0
198,36164,1.0
198,21280,1.0
198,24596,1.0
198,37739,1.0
198,21014,1.0
199,17859,1.0
199,10854,1.0
199,8916,1.0
199,36295,1.0
199,30614,1.0
200,26458,1.0
200,32200,1.0
200,17149,1.0
200,11032,1.0
200,39045,1.0
201,3540,1.0
201,5599,1.0
201,13369,1.0
201,31762,1.0
201,30784,1.0
202,23460,1.0
202,16750,1.0
202,23122,1.0
202,13599,1.0
202,18759,1.0
203,29804,1.0
203,36611,1.0
203,10363,1.0
203,15705,1.0
203,27701,1.0
204,25779,1.0
204,10765,1.0
204,35453,1.0
204,16318,1.0
204,32406,1.0
205,30636,1.0
205,38912,1.0
205,37832,1.0
205,591,1.0
205,38273,1.0
206,5450,1.0
206,24682,1.0
206,25537,1.0
206,35558,1.0
206,27476,1.0
207,31122,1.0
207,14545,1.0
207,4276,1.0
207,25293,1.0
207,14698,1.0
208,30381,1.0
208,26730,1.0
208,15905,1.0
208,789,1.0
208,38700,1.0
209,7669,1.0
209,7270,1.0
209,7436,1.0
209,31905,1.0
209,3434,1.0
210,36351,1.0
210,31365,1.0
210,19020,1.0
210,21895,1.0
210,2201,1.0
211,37481,1.0
211,29835,1.0
211,35220,1.0
211,8101,1.0
211,35851,1.0
212,27056,1.0
212,15154,1.0
212,31465,1.0
212,7266,1.0
212,15959,1.0
213,33068,1.0
213,25789,1.0
213,35106,1.0
213,35964,1.0
213,34763,1.0
214,23165,1.0
214,22045,1.0
214,36618,1.0
214,26273,1.0
214,28515,1.0
215,19487,1.0
215,6249,1.0
215,2127,1.0
215,26956,1.0
215,35856,1.0
216,17464,1.0
216,32699,1.0
216,31988,1.0
216,7646,1.0
216,10882,1.0
217,9148,1.0
217,10097,1.0
217,10230,1.0
217,21371,1.0
217,12565,1.0
218,15693,1.0
218,21577,1.0
218,32194,1.0
218,34299,1.0
218,17,1.0
219,32840,1.0
219,7114,1.0
219,25578,1.0
219,37959,1.0
219,17531,1.0
220,17000,1.0
220,314,1.0
220,11920,1.0
220,12753,1.0
220,14727,1.0
221,5973,1.0
221,24110,1.0
221,16058,1.0
221,34753,1.0
221,24139,1.0
222,36128,1.0
222,32984,1.0
222,26631,1.0
222,38139,1.0
222,24693,1.0
223,21502,1.0
223,14268,1.0
223,1284,1.0
223,12155,1.0
223,4911,1.0
224,8908,1.0
224,27773,1.0
224,37562,1.0
224,34776,1.0
224,21833,1.0
225,3328,1.0
225,1586,1.0
225,22832,1.0
225,25768,1.0
225,5356,1.0
226,5578,1.0
226,993,1.0
226,4746,1.0
226,7100,1.0
226,9091,1.0
227,25221,1.0
227,10427,1.0
227,85,1.0
227,35125,1.0
227,30657,1.0
228,9762,1.0
228,32839,1.0
228,4125,1.0
228,6178,1.0
228,38214,1.0
229,34054,1.0
229,7697,1.0
229,24939,1.0
229,5191,1.0
229,23534,1.0
230,17879,1.0
230,19611,1.0
230,12738,1.0
230,23287,1.0
230,21372,1.0
231,36467,1.0
231,23295,1.0
231,21424,1.0
231,8818,1.0
231,32329,1.0
232,7316,1.0
232,25548,1.0
232,13228,1.0
232,5014,1.0
232,37534,1.0
233,3962,1.0
233,37751,1.0
233,9843,1.0
233,33738,1.0
233,4092,1.0
234,5786,1.0
234,29855,1.0
234,7091,1.0
234,4125,1.0
234,14948,1.0
235,38955,1.0
235,25084,1.0
235,13541,1.0
235,31084,1.0
235,29925,1.0
236,18369,1.0
236,7435,1.0
236,10009,1.0
236,23541,1.0
236,28736,1.0
237,37739,1.0
237,30629,1.0
237,24863,1.0
237,13998,1.0
237,28416,1.0
239,26456,1.0
239,23344,1.0
239,19814,1.0
239,34480,1.0
239,9870,1.0
240,4848,1.0
240,35330,1.0
240,17795,1.0
240,14863,1.0
240,24407,1.0
241,21667,1.0
241,24330,1.0
241,5413,1.0
241,38035,1.0
241,11864,1.0
243,395,1.0
243,35478,1.0
243,3927,1.0
243,30754,1.0
243,29673,1.0
244,11087,1.0
244,1393,1.0
244,26222,1.0
244,8731,1.0
244,21222,1.0
245,13495,1.0
245,14912,1.0
245,26289,1.0
245,34748,1.0
245,26074,1.0
246,8170,1.0
246,994,1.0
246,33521,1.0
246,8136,1.0
246,4337,1.0
247,2033,1.0
247,20598,1.0
247,22157,1.0
247,24450,1.0
247,21384,1.0
248,12523,1.0
248,27042,1.0
248,524,1.0
248,30209,1.0
248,7037,1.0
249,28622,1.0
249,38967,1.0
249,37420,1.0
249,194,1.0
249,30062,1.0
250,26276,1.0
250,6266,1.0
250,22088,1.0
250,18182,1.0
250,11541,1.0
251,22759,1.0
251,33593,1.0
251,12854,1.0
251,13947,1.0
251,19028,1.0
252,33148,1.0
252,14780,1.0
252,17364,1.0
252,20535,1.0
252,18640,1.0
253,37289,1.0
253,5904,1.0
253,17548,1.0
253,24340,1.0
253,24860,1.0
254,18340,1.0
254,39223,1.0
254,1584,1.0
254,36634,1.0
254,29614,1.0
255,34046,1.0
255,10102,1.0
255,19327,1.0
255,24675,1.0
255,6025,1.0
256,10284,1.0
256,5317,1.0
256,2638,1.0
256,36733,1.0
256,32322,1.0
257,2013,1.0
257,1278,1.0
257,10872,1.0
257,9324,1.0
257,15942,1.0
258,7648,1.0
258,26784,1.0
258,1099,1.0
258,10359,1.0
258,3719,1.0
259,27031,1.0
259,8645,1.0
259,12339,1.0
259,31968,1.0
259,31822,1.0
260,6058,1.0
260,3678,1.0
260,24033,1.0
260,8539,1.0
260,27423,1.0
261,38950,1.0
261,5097,1.0
261,19959,1.0
261,6863,1.0
261,892,1.0
262,15259,1.0
262,28627,1.0
262,37569,1.0
262,10717,1.0
262,3535,1.0
263,18528,1.0
263,13674,1.0
263,31407,1.0
263,10343,1.0
263,31463,1.0
264,16164,1.0
264,18012,1.0
264,6634,1.0
264,9441,1.0
264,11277,1.0
265,24494,1.0
265,1527,1.0
265,10098,1.0
265,7486,1.0
265,9465,1.0
266,25484,1.0
266,32685,1.0
266,20952,1.0
266,28533,1.0
266,13519,1.0
267,34044,1.0
267,4956,1.0
267,29587,1.0
267,16891,1.0
267,8015,1.0
268,4921,1.0
268,23406,1.0
268,1819,1.0
268,21455,1.0
268,8451,1.0
269,12552,1.0
269,23462,1.0
269,27786,1.0
269,2872,1.0
269,15664,1.0
270,39085,1.0
270,18228,1.0
270,2611,1.0
270,2134,1.0
270,369,1.0
271,27036,1.0
271,34604,1.0
271,751,1.0
271,24843,1.0
271,23156,1.0
272,8177,1.0
272,12243,1.0
272,24902,1.0
272,1347,1.0
272,15816,1.0
273,37914,1.0
273,28646,1.0
273,7145,1.0
273,19719,1.0
273,17425,1.0
274,1184,1.0
274,4697,1.0
274,25321,1.0
274,37803,1.0
274,35222,1.0
275,7323,1.0
275,29740,1.0
275,5256,1.0
275,22563,1.0
275,21786,1.0
276,11370,1.0
276,2409,1.0
276,35695,1.0
276,16769,1.0
276,13119,1.0
277,770,1.0
277,9459,1.0
277,5253,1.0
277,4117,1.0
277,17850,1.0
278,30754,1.0
278,35980,1.0
278,30969,1.0
278,9580,1.0
278,39148,1.0
279,11914,1.0
279,22213,1.0
279,2921,1.0
279,36533,1.0
279,3328,1.0
280,859,1.0
280,7319,1.0
280,10213,1.0
280,3846,1.0
280,20215,1.0
281,17304,1.0
281,16929,1.0
281,21754,1.0
281,21585,1.0
281,3804,1.0
282,12210,1.0
282,22616,1.0
282,18352,1.0
282,13508,1.0
282,6988,1.0
283,5917,1.0
283,5024,1.0
283,10454,1.0
283,4284,1.0
283,16534,1.0
284,28982,1.0
284,1199,1.0
284,8922,1.0
284,16888,1.0
284,11202,1.0
285,31696,1.0
285,39174,1.0
285,9434,1.0
285,30964,1.0
285,11271,1.0
286,6628,1.0
286,4973,1.0
286,5206,1.0
286,23270,1.0
286,34604,1.0
287,36732,1.0
287,20348,1.0
287,15600,1.0
287,8887,1.0
287,13389,1.0
288,34055,1.0
288,7031,1.0
288,13827,1.0
288,27080,1.0
288,24334,1.0
289,9917,1.0
289,12886,1.0
289,26936,1.0
289,2466,1.0
289,37195,1.0
290,27865,1.0
290,13512,1.0
290,16352,1.0
290,34604,1.0
290,5984,1.0
291,29031,1.0
291,14336,1.0
291,14612,1.0
291,8804,1.0
291,30687,1.0
292,23131,1.0
292,25935,1.0
292,20047,1.0
292,29425,1.0
292,38320,1.0
293,28684,1.0
293,34821,1.0
293,10226,1.0
293,31538,1.0
293,32836,1.0
294,11132,1.0
294,10352,1.0
294,3057,1.0
294,24677,1.0
294,16745,1.0
295,36457,1.0
295,14217,1.0
295,10999,1.0
295,11504,1.0
295,38270,1.0
296,34141,1.0
296,1440,1.0
296,3255,1.0
296,28762,1.0
296,35449,1.0
297,1811,1.0
297,17395,1.0
297,18259,1.0
297,19441,1.0
297,30133,1.0
298,36597,1.0
298,34407,1.0
298,31428,1.0
298,20655,1.0
298,8030,1.0
299,7887,1.0
299,19977,1.0
299,5132,1.0
299,22628,1.0
299,2323,1.0
300,12129,1.0
300,11789,1.0
300,5401,1.0
300,26515,1.0
300,31183,1.0
301,1738,1.0
301,10802,1.0
301,25165,1.0
301,8409,1.0
301,38146,1.0
302,3430,1.0
302,27302,1.0
302,11930,1.0
302,19854,1.0
302,38204,1.0
303,13934,1.0
303,3807,1.0
303,38209,1.0
303,37709,1.0
303,32467,1.0
304,17595,1.0
304,24133,1.0
304,36679,1.0
304,31103,1.0
304,32995,1.0
305,37349,1.0
305,37764,1.0
305,27906,1.0
305,25832,1.0
305,10015,1.0
306,10449,1.0
306,11708,1.0
306,32801,1.0
306,11594,1.0
306,22997,1.0
307,6496,1.0
307,36199,1.0
307,1701,1.0
307,10950,1.0
307,35392,1.0
308,21679,1.0
308,8518,1.0
308,5303,1.0
308,31924,1.0
308,36142,1.0
309,32508,1.0
309,14912,1.0
309,21781,1.0
309,12703,1.0
309,15810,1.0
310,20174,1.0
310,37126,1.0
310,18092,1.0
310,14014,1.0
310,1395,1.0
311,35965,1.0
311,32072,1.0
311,14292,1.0
311,6182,1.0
311,34347,1.0
312,24195,1.0
312,8583,1.0
312,6687,1.0
312,23687,1.0
312,17304,1.0
313,20561,1.0
313,34185,1.0
313,24033,1.0
313,18427,1.0
313,14833,1.0
314,1405,1.0
314,39237,1.0
314,13462,1.0
314,220,1.0
314,36539,1.0
315,4851,1.0
315,6083,1.0
315,286,1.0
315,16352,1.0
315,22652,1.0
316,21787,1.0
316,22440,1.0
316,30826,1.0
316,26710,1.0
316,17165,1.0
317,18652,1.0
317,24048,1.0
317,4371,1.0
317,12131,1.0
317,24425,1.0
318,6986,1.0
318,31427,1.0
318,7658,1.0
318,26544,1.0
318,16618,1.0
319,15176,1.0
319,28103,1.0
319,3492,1.0
319,35858,1.0
319,28604,1.0
320,38967,1.0
320,39248,1.0
320,12753,1.0
320,65,1.0
320,249,1.0
321,21511,1.0
321,22128,1.0
321,186,1.0
321,11954,1.0
321,8807,1.0
322,5107,1.0
322,6087,1.0
322,22066,1.0
322,24902,1.0
322,28429,1.0
323,8602,1.0
323,22157,1.0
323,37606,1.0
323,4298,1.0
323,8876,1.0
324,33756,1.0
324,38501,1.0
324,19767,1.0
324,1748,1.0
324,22243,1.0
325,19314,1.0
325,9703,1.0
325,19541,1.0
325,37735,1.0
325,17243,1.0
326,4479,1.0
326,23184,1.0
326,26001,1.0
326,6176,1.0
326,6062,1.0
327,8068,1.0
327,32653,1.0
327,11335,1.0
327,20260,1.0
327,22680,1.0
328,36240,1.0
328,19997,1.0
328,16638,1.0
328,9883,1.0
328,28721,1.0
329,31748,1.0
329,28762,1.0
329,35052,1.0
329,19524,1.0
