u1,u2,label
105,31653,1.0
106,34577,1.0
106,14879,1.0
106,26476,1.0
106,38469,1.0
106,23774,1.0
107,29019,1.0
107,25847,1.0
107,38712,1.0
107,32796,1.0
107,8373,1.0
108,17271,1.0
108,11475,1.0
108,22439,1.0
108,21988,1.0
108,35134,1.0
109,7093,1.0
109,21629,1.0
109,2027,1.0
109,30640,1.0
109,20498,1.0
110,1064,1.0
110,7845,1.0
110,17088,1.0
110,18085,1.0
110,16570,1.0
111,33672,1.0
111,24780,1.0
111,37768,1.0
111,12585,1.0
111,9912,1.0
112,7060,1.0
112,32451,1.0
112,16177,1.0
112,32458,1.0
112,25072,1.0
113,9554,1.0
113,5971,1.0
113,38973,1.0
113,27649,1.0
113,17355,1.0
114,15554,1.0
114,9522,1.0
114,11430,1.0
114,15454,1.0
114,7659,1.0
115,31007,1.0
115,1114,1.0
115,13163,1.0
115,28595,1.0
115,14571,1.0
116,13581,1.0
116,21222,1.0
116,4612,1.0
116,24531,1.0
116,28336,1.0
117,8098,1.0
117,25663,1.0
117,13708,1.0
117,8101,1.0
117,26503,1.0
118,37986,1.0
118,32183,1.0
118,31029,1.0
118,38726,1.0
118,38182,1.0
119,30313,1.0
119,32628,1.0
119,2564,1.0
119,33851,1.0
119,13730,1.0
120,19636,1.0
120,11193,1.0
120,30982,1.0
120,12089,1.0
120,17196,1.0
121,9870,1.0
121,1282,1.0
121,19402,1.0
121,25088,1.0
121,17910,1.0
122,29014,1.0
122,11998,1.0
122,917,1.0
122,16191,1.0
122,32531,1.0
123,12328,1.0
123,38223,1.0
123,36541,1.0
123,2543,1.0
123,15403,1.0
124,21689,1.0
124,36966,1.0
124,20469,1.0
124,33043,1.0
124,27644,1.0
125,31001,1.0
125,30731,1.0
125,12448,1.0
125,10873,1.0
125,15496,1.0
126,35496,1.0
126,26812,1.0
126,8907,1.0
126,30399,1.0
126,34321,1.0
127,17365,1.0
127,12940,1.0
127,37082,1.0
127,29951,1.0
127,5662,1.0
128,7595,1.0
128,38730,1.0
128,10016,1.0
128,10122,1.0
128,7790,1.0
129,35926,1.0
129,38894,1.0
129,24651,1.0
129,33787,1.0
129,3044,1.0
130,34037,1.0
130,20535,1.0
130,32611,1.0
130,4789,1.0
130,24566,1.0
131,30436,1.0
131,11815,1.0
131,921,1.0
131,22875,1.0
131,3808,1.0
132,26059,1.0
132,23931,1.0
132,21151,1.0
132,31604,1.0
132,38777,1.0
133,31362,1.0
133,35626,1.0
133,3937,1.0
133,13915,1.0
133,35997,1.0
134,18277,1.0
134,28307,1.0
134,3247,1.0
134,18514,1.0
134,14446,1.0
135,23091,1.0
135,14918,1.0
135,12,1.0
135,12637,1.0
135,13881,1.0
136,27140,1.0
136,909,1.0
136,34124,1.0
136,11755,1.0
136,21077,1.0
137,16652,1.0
137,29342,1.0
137,20967,1.0
137,10505,1.0
137,21545,1.0
138,11798,1.0
138,21666,1.0
138,2198,1.0
138,2266,1.0
138,16164,1.0
139,18847,1.0
139,7318,1.0
139,9994,1.0
139,18793,1.0
139,4812,1.0
140,16537,1.0
140,31421,1.0
140,21645,1.0
140,13070,1.0
140,27318,1.0
141,35461,1.0
141,33629,1.0
141,3972,1.0
141,34244,1.0
141,11013,1.0
142,25190,1.0
142,28624,1.0
142,10342,1.0
142,4648,1.0
142,35194,1.0
143,9972,1.0
143,32609,1.0
143,11141,1.0
143,32870,1.0
143,29400,1.0
144,27685,1.0
144,26351,1.0
144,21575,1.0
144,3963,1.0
144,21678,1.0
145,16968,1.0
145,28741,1.0
145,16799,1.0
145,18209,1.0
145,30085,1.0
146,33559,1.0
146,29786,1.0
146,290,1.0
146,17918,1.0
146,11698,1.0
147,4321,1.0
147,14324,1.0
147,13416,1.0
147,2696,1.0
147,6371,1.0
148,14135,1.0
148,15484,1.0
148,30914,1.0
148,20668,1.0
148,36581,1.0
149,22625,1.0
149,16214,1.0
149,11932,1.0
149,19332,1.0
149,12719,1.0
150,18055,1.0
150,22358,1.0
150,35391,1.0
150,15531,1.0
150,7683,1.0
151,10144,1.0
151,19955,1.0
151,15139,1.0
151,3386,1.0
151,32361,1.0
153,9510,1.0
153,3287,1.0
153,3865,1.0
153,7653,1.0
153,15731,1.0
154,21408,1.0
154,17459,1.0
154,8851,1.0
154,3220,1.0
154,16374,1.0
155,11858,1.0
155,24943,1.0
155,20701,1.0
155,29513,1.0
155,38319,1.0
156,22922,1.0
156,38617,1.0
156,38623,1.0
156,15148,1.0
156,844,1.0
157,32271,1.0
157,17083,1.0
157,14526,1.0
157,18867,1.0
157,5157,1.0
159,38339,1.0
159,4611,1.0
159,18062,1.0
159,4505,1.0
159,36268,1.0
161,7682,1.0
161,13718,1.0
161,27049,1.0
161,21322,1.0
161,15021,1.0
162,2167,1.0
162,38788,1.0
162,20535,1.0
162,4428,1.0
162,24879,1.0
164,33183,1.0
164,36674,1.0
164,2284,1.0
164,10182,1.0
164,13915,1.0
165,35447,1.0
165,19237,1.0
165,34178,1.0
165,25032,1.0
165,38240,1.0
166,32341,1.0
166,4531,1.0
166,29294,1.0
166,18887,1.0
166,24405,1.0
168,32811,1.0
168,32627,1.0
168,20724,1.0
168,25865,1.0
168,748,1.0
169,30874,1.0
169,351,1.0
169,11522,1.0
169,27260,1.0
169,17910,1.0
170,21712,1.0
170,2278,1.0
170,10191,1.0
170,6298,1.0
170,12206,1.0
171,2112,1.0
171,22086,1.0
171,1150,1.0
171,24579,1.0
171,23095,1.0
172,26317,1.0
172,17975,1.0
172,12402,1.0
172,11522,1.0
172,24954,1.0
174,36960,1.0
174,31731,1.0
174,37898,1.0
174,21176,1.0
174,15087,1.0
175,26410,1.0
175,37685,1.0
175,3699,1.0
175,1194,1.0
175,6034,1.0
176,12119,1.0
176,36203,1.0
176,37202,1.0
176,20929,1.0
176,14485,1.0
177,11944,1.0
177,15285,1.0
177,262,1.0
177,11933,1.0
177,10709,1.0
178,23463,1.0
178,28967,1.0
178,21785,1.0
178,29779,1.0
178,13466,1.0
179,11743,1.0
179,9765,1.0
179,4784,1.0
179,17762,1.0
179,18541,1.0
180,11320,1.0
180,13630,1.0
180,14891,1.0
180,34192,1.0
180,31177,1.0
181,11461,1.0
181,85,1.0
181,15140,1.0
181,20853,1.0
181,1805,1.0
182,29355,1.0
182,1051,1.0
182,15068,1.0
182,6598,1.0
182,29731,1.0
183,28609,1.0
183,29556,1.0
183,16558,1.0
183,8041,1.0
183,37990,1.0
184,7461,1.0
184,5894,1.0
184,26198,1.0
184,34372,1.0
184,27700,1.0
185,36089,1.0
185,6811,1.0
185,1135,1.0
185,16783,1.0
185,18138,1.0
186,8192,1.0
186,11783,1.0
186,14796,1.0
186,19122,1.0
186,30311,1.0
187,13389,1.0
187,3625,1.0
187,27359,1.0
187,21484,1.0
187,25513,1.0
188,33470,1.0
188,12062,1.0
188,14893,1.0
188,34725,1.0
188,21505,1.0
189,12499,1.0
189,28447,1.0
189,20998,1.0
189,33931,1.0
189,22488,1.0
190,38237,1.0
190,31442,1.0
190,17751,1.0
190,12994,1.0
190,33595,1.0
191,22939,1.0
191,36026,1.0
191,19751,1.0
191,14169,1.0
191,39117,1.0
192,21440,1.0
192,24059,1.0
192,33418,1.0
192,19278,1.0
192,21517,1.0
193,31993,1.0
193,16925,1.0
193,32843,1.0
193,21491,1.0
193,14421,1.0
194,27607,1.0
194,9623,1.0
194,16597,1.0
194,24887,1.0
194,14077,1.0
196,15810,1.0
196,16187,1.0
196,34906,1.0
196,13160,1.0
196,24542,1.0
197,33192,1.0
197,37824,1.0
197,20976,1.0
197,22635,1.0
197,24853,1.0
198,18576,1.0
198,4072,1.0
198,9434,1.0
198,7096,1.0
198,12639,1.0
199,34555,1.0
199,2311,1.0
199,28824,1.0
199,11129,1.0
199,2308,1.0
200,19405,1.0
200,21619,1.0
200,19463,1.0
200,276,1.0
200,2884,1.0
201,17988,1.0
201,14129,1.0
201,2570,1.0
201,39080,1.0
201,14184,1.0
202,1332,1.0
202,37555,1.0
202,2714,1.0
202,21655,1.0
202,11897,1.0
203,18381,1.0
203,20861,1.0
203,3594,1.0
203,2714,1.0
203,30413,1.0
204,4275,1.0
204,22567,1.0
204,4702,1.0
204,23264,1.0
204,30171,1.0
205,24712,1.0
205,33784,1.0
205,12031,1.0
205,20409,1.0
205,6997,1.0
206,26627,1.0
206,14110,1.0
206,14204,1.0
206,32378,1.0
206,31618,1.0
207,38969,1.0
207,21904,1.0
207,24878,1.0
207,19317,1.0
207,24952,1.0
208,3154,1.0
208,25810,1.0
208,18479,1.0
208,38348,1.0
208,37200,1.0
209,8472,1.0
209,38715,1.0
209,27046,1.0
209,30554,1.0
209,13199,1.0
210,38329,1.0
210,17192,1.0
210,23532,1.0
210,31786,1.0
210,13737,1.0
211,27643,1.0
211,32836,1.0
211,22901,1.0
211,3843,1.0
211,5007,1.0
212,1630,1.0
212,38716,1.0
212,35499,1.0
212,4817,1.0
212,2723,1.0
213,4466,1.0
213,27691,1.0
213,29615,1.0
213,24323,1.0
213,6764,1.0
214,22325,1.0
214,28110,1.0
214,895,1.0
214,25179,1.0
214,30584,1.0
215,22051,1.0
215,4198,1.0
215,25477,1.0
215,27356,1.0
215,14009,1.0
216,37450,1.0
216,24872,1.0
216,34816,1.0
216,26668,1.0
216,31858,1.0
217,33546,1.0
217,16795,1.0
217,23169,1.0
217,31201,1.0
217,8553,1.0
218,19247,1.0
218,5559,1.0
218,3277,1.0
218,8719,1.0
218,21135,1.0
219,22180,1.0
219,2129,1.0
219,4296,1.0
219,18755,1.0
219,21546,1.0
220,7733,1.0
220,31961,1.0
220,23977,1.0
220,7349,1.0
220,17240,1.0
221,32307,1.0
221,4079,1.0
221,5038,1.0
221,7442,1.0
221,22429,1.0
222,36513,1.0
222,31217,1.0
222,16275,1.0
222,31294,1.0
222,7438,1.0
223,28133,1.0
223,22809,1.0
223,8044,1.0
223,31742,1.0
223,22086,1.0
225,34319,1.0
225,9244,1.0
225,36377,1.0
225,35024,1.0
225,9940,1.0
226,25345,1.0
226,3264,1.0
226,16047,1.0
226,6348,1.0
226,17212,1.0
227,13856,1.0
227,34303,1.0
227,26241,1.0
227,2901,1.0
227,9215,1.0
228,19694,1.0
228,12809,1.0
228,17012,1.0
228,23340,1.0
228,526,1.0
229,9353,1.0
229,21440,1.0
229,19034,1.0
229,21782,1.0
229,24358,1.0
230,15980,1.0
230,7800,1.0
230,1405,1.0
230,24952,1.0
230,615,1.0
231,22697,1.0
231,29563,1.0
231,2957,1.0
231,38439,1.0
231,32992,1.0
232,6986,1.0
232,15895,1.0
232,3165,1.0
232,17757,1.0
232,29821,1.0
233,36273,1.0
233,32334,1.0
233,13128,1.0
233,9728,1.0
233,34054,1.0
234,651,1.0
234,15434,1.0
234,35018,1.0
234,25877,1.0
234,19820,1.0
235,33188,1.0
235,25329,1.0
235,2628,1.0
235,33934,1.0
235,10799,1.0
236,37163,1.0
236,3608,1.0
236,22081,1.0
236,34658,1.0
236,11096,1.0
237,3792,1.0
237,17581,1.0
237,38684,1.0
237,29628,1.0
237,57,1.0
239,5656,1.0
239,11231,1.0
239,10772,1.0
239,1142,1.0
239,28206,1.0
240,25624,1.0
240,5454,1.0
240,34870,1.0
240,4223,1.0
240,18728,1.0
241,19687,1.0
241,14510,1.0
241,16230,1.0
241,3180,1.0
241,24561,1.0
242,21695,1.0
242,34285,1.0
242,11196,1.0
242,36858,1.0
242,1554,1.0
243,21557,1.0
243,3699,1.0
243,23321,1.0
243,25469,1.0
243,22764,1.0
244,31747,1.0
244,34069,1.0
244,19428,1.0
244,18205,1.0
244,18988,1.0
245,9019,1.0
245,18916,1.0
245,3037,1.0
245,15217,1.0
245,23002,1.0
246,865,1.0
246,23186,1.0
246,20795,1.0
246,622,1.0
246,16214,1.0
247,12414,1.0
247,4339,1.0
247,27279,1.0
247,4776,1.0
247,32251,1.0
248,7523,1.0
248,18847,1.0
248,32648,1.0
248,4401,1.0
248,20504,1.0
249,4335,1.0
249,2975,1.0
249,8522,1.0
249,3657,1.0
249,3427,1.0
250,20727,1.0
250,9906,1.0
250,25350,1.0
250,5846,1.0
250,34799,1.0
251,18205,1.0
251,32042,1.0
251,19715,1.0
251,4677,1.0
251,5124,1.0
253,10353,1.0
253,37119,1.0
253,28628,1.0
253,13497,1.0
253,14249,1.0
254,16310,1.0
254,37588,1.0
254,27898,1.0
254,2823,1.0
254,29580,1.0
255,32887,1.0
255,16587,1.0
255,14257,1.0
255,11094,1.0
255,25281,1.0
256,21303,1.0
256,9685,1.0
256,6845,1.0
256,3136,1.0
256,29178,1.0
257,37831,1.0
257,9297,1.0
257,5743,1.0
257,9307,1.0
257,468,1.0
258,32359,1.0
258,21297,1.0
258,15345,1.0
258,13399,1.0
258,25108,1.0
259,8763,1.0
259,20927,1.0
259,13690,1.0
259,23735,1.0
259,28221,1.0
260,11027,1.0
260,9247,1.0
260,16460,1.0
260,16581,1.0
260,28103,1.0
261,39051,1.0
261,12822,1.0
261,22584,1.0
261,36459,1.0
261,24727,1.0
262,11944,1.0
262,11933,1.0
262,18273,1.0
262,37122,1.0
262,10709,1.0
264,25097,1.0
264,9551,1.0
264,22880,1.0
264,12137,1.0
264,5932,1.0
265,17682,1.0
265,29501,1.0
265,1273,1.0
265,30793,1.0
265,33397,1.0
266,13655,1.0
266,13762,1.0
266,14024,1.0
266,25968,1.0
266,4606,1.0
268,18393,1.0
268,6475,1.0
268,32953,1.0
268,3154,1.0
268,35355,1.0
269,12518,1.0
269,32413,1.0
269,16294,1.0
269,37095,1.0
269,6059,1.0
270,9728,1.0
270,32759,1.0
270,12287,1.0
270,34366,1.0
270,32334,1.0
271,12667,1.0
271,6409,1.0
271,12155,1.0
271,3187,1.0
271,35933,1.0
272,1306,1.0
272,29465,1.0
272,32859,1.0
272,33595,1.0
272,37952,1.0
273,35736,1.0
273,1097,1.0
273,19016,1.0
273,7350,1.0
273,27353,1.0
274,35297,1.0
274,4669,1.0
274,5675,1.0
274,3467,1.0
274,37661,1.0
275,3295,1.0
275,7122,1.0
275,30354,1.0
275,3383,1.0
275,11313,1.0
276,17425,1.0
276,12286,1.0
276,14904,1.0
276,579,1.0
276,26961,1.0
277,17959,1.0
277,1070,1.0
277,18046,1.0
277,5837,1.0
277,21347,1.0
278,11983,1.0
278,1916,1.0
278,13802,1.0
278,32938,1.0
278,16672,1.0
279,25996,1.0
279,22154,1.0
279,24115,1.0
279,28402,1.0
279,34043,1.0
280,27572,1.0
280,38426,1.0
280,4933,1.0
280,18539,1.0
280,30028,1.0
281,38103,1.0
281,14083,1.0
281,36556,1.0
281,952,1.0
281,16293,1.0
282,14094,1.0
282,18777,1.0
282,36434,1.0
282,19848,1.0
282,34853,1.0
283,33023,1.0
283,12898,1.0
283,14431,1.0
283,36941,1.0
283,25486,1.0
284,26189,1.0
284,35158,1.0
284,11614,1.0
284,27306,1.0
284,20770,1.0
285,18574,1.0
285,18359,1.0
285,4234,1.0
285,3999,1.0
285,1828,1.0
286,35759,1.0
286,11478,1.0
286,11030,1.0
286,4888,1.0
286,34442,1.0
287,18639,1.0
287,37195,1.0
287,22334,1.0
287,4036,1.0
287,13017,1.0
288,38348,1.0
288,12647,1.0
288,36842,1.0
288,6475,1.0
288,18393,1.0
289,3559,1.0
289,29305,1.0
289,30357,1.0
289,24399,1.0
289,15260,1.0
290,11698,1.0
290,26365,1.0
290,3287,1.0
290,26221,1.0
290,37602,1.0
291,22594,1.0
291,36117,1.0
291,29121,1.0
291,13453,1.0
291,9577,1.0
292,30926,1.0
292,18450,1.0
292,8875,1.0
292,14590,1.0
292,4443,1.0
293,3243,1.0
293,7658,1.0
293,36936,1.0
293,7533,1.0
293,33384,1.0
294,7750,1.0
294,33676,1.0
294,12540,1.0
294,11500,1.0
294,14437,1.0
295,20887,1.0
295,17156,1.0
295,1238,1.0
295,14732,1.0
295,31344,1.0
296,1218,1.0
296,28335,1.0
296,35475,1.0
296,11262,1.0
296,25662,1.0
297,11706,1.0
297,5065,1.0
297,25167,1.0
297,23565,1.0
297,820,1.0
298,11932,1.0
298,32836,1.0
298,5007,1.0
298,35252,1.0
298,29327,1.0
299,33023,1.0
299,283,1.0
299,34561,1.0
299,419,1.0
299,36941,1.0
300,3983,1.0
300,15008,1.0
300,7355,1.0
300,5707,1.0
300,16848,1.0
301,18957,1.0
301,26900,1.0
301,33564,1.0
301,20283,1.0
301,2065,1.0
303,21655,1.0
303,13492,1.0
303,37864,1.0
303,8358,1.0
303,25473,1.0
304,4642,1.0
304,4270,1.0
304,25112,1.0
304,7938,1.0
304,28672,1.0
305,34534,1.0
305,963,1.0
305,23692,1.0
305,7562,1.0
305,36463,1.0
306,30469,1.0
306,3514,1.0
306,1931,1.0
306,32878,1.0
306,20243,1.0
307,35186,1.0
307,8571,1.0
307,5666,1.0
307,4281,1.0
307,29267,1.0
310,18062,1.0
310,6666,1.0
310,7124,1.0
310,18473,1.0
310,14002,1.0
311,13213,1.0
311,34894,1.0
311,33477,1.0
311,32092,1.0
311,2492,1.0
312,16242,1.0
312,16411,1.0
312,24010,1.0
312,20183,1.0
312,12560,1.0
313,38405,1.0
313,344,1.0
313,34030,1.0
313,10851,1.0
313,35786,1.0
314,37582,1.0
314,19144,1.0
314,8377,1.0
314,16231,1.0
314,18771,1.0
315,25378,1.0
315,8529,1.0
315,19193,1.0
315,36684,1.0
315,2912,1.0
316,20246,1.0
316,3229,1.0
316,19495,1.0
316,3775,1.0
316,21738,1.0
317,13171,1.0
317,37209,1.0
317,39114,1.0
317,3605,1.0
317,34769,1.0
319,7540,1.0
319,3966,1.0
319,15789,1.0
319,28887,1.0
319,16615,1.0
320,25649,1.0
320,29919,1.0
320,38307,1.0
320,31995,1.0
320,34650,1.0
321,15603,1.0
321,18960,1.0
321,4552,1.0
321,23888,1.0
321,34244,1.0
322,19185,1.0
322,21732,1.0
322,34212,1.0
322,32589,1.0
322,19075,1.0
323,23175,1.0
323,7520,1.0
323,16262,1.0
323,36989,1.0
323,33295,1.0
324,16143,1.0
324,15851,1.0
324,24823,1.0
324,25151,1.0
324,2413,1.0
325,25546,1.0
325,25600,1.0
325,24313,1.0
325,6812,1.0
325,4416,1.0
326,3069,1.0
326,34639,1.0
326,29791,1.0
326,10379,1.0
326,20348,1.0
328,13334,1.0
328,2051,1.0
328,36344,1.0
328,3942,1.0
328,30289,1.0
329,2982,1.0
329,14401,1.0
329,14473,1.0
329,25958,1.0
329,17333,1.0
330,12903,1.0
330,14013,1.0
